"Market","Outcome","Date_Char","Back","Lay"
"Next Party Leaders - Next Conservative Leader","Andrew Lansley","06/01/2015 17:16:49",4.2,NA
"Next Party Leaders - Next Conservative Leader","Andrew Lansley","06/01/2015 17:20:36",4.2,NA
"Next Party Leaders - Next Conservative Leader","Andrew Lansley","07/01/2015 17:15:04",4.2,NA
"Next Party Leaders - Next Conservative Leader","Andrew Mitchell","06/01/2015 17:16:49",4.6,NA
"Next Party Leaders - Next Conservative Leader","Andrew Mitchell","06/01/2015 17:20:36",4.6,NA
"Next Party Leaders - Next Conservative Leader","Andrew Mitchell","07/01/2015 17:15:04",4.6,NA
"Next Party Leaders - Next Conservative Leader","Boris Johnson","06/01/2015 17:16:49",3.5,3.8
"Next Party Leaders - Next Conservative Leader","Boris Johnson","06/01/2015 17:20:36",3.5,3.8
"Next Party Leaders - Next Conservative Leader","Boris Johnson","07/01/2015 17:15:04",3.5,3.8
"Next Party Leaders - Next Conservative Leader","Caroline Spelman","06/01/2015 17:16:49",4.2,NA
"Next Party Leaders - Next Conservative Leader","Caroline Spelman","06/01/2015 17:20:36",4.2,NA
"Next Party Leaders - Next Conservative Leader","Caroline Spelman","07/01/2015 17:15:04",4.2,NA
"Next Party Leaders - Next Conservative Leader","Chloe Smith","06/01/2015 17:16:49",80,1000
"Next Party Leaders - Next Conservative Leader","Chloe Smith","06/01/2015 17:20:36",80,1000
"Next Party Leaders - Next Conservative Leader","Chloe Smith","07/01/2015 17:15:04",80,1000
"Next Party Leaders - Next Conservative Leader","Chris Grayling","06/01/2015 17:16:49",70,1000
"Next Party Leaders - Next Conservative Leader","Chris Grayling","06/01/2015 17:20:36",70,1000
"Next Party Leaders - Next Conservative Leader","Chris Grayling","07/01/2015 17:15:04",70,1000
"Next Party Leaders - Next Conservative Leader","Damian Green","06/01/2015 17:16:49",24,NA
"Next Party Leaders - Next Conservative Leader","Damian Green","06/01/2015 17:20:36",24,NA
"Next Party Leaders - Next Conservative Leader","Damian Green","07/01/2015 17:15:04",24,NA
"Next Party Leaders - Next Conservative Leader","Daniel Hannan","06/01/2015 17:16:49",32,95
"Next Party Leaders - Next Conservative Leader","Daniel Hannan","06/01/2015 17:20:36",32,95
"Next Party Leaders - Next Conservative Leader","Daniel Hannan","07/01/2015 17:15:04",32,95
"Next Party Leaders - Next Conservative Leader","David Davis","06/01/2015 17:16:49",25,85
"Next Party Leaders - Next Conservative Leader","David Davis","06/01/2015 17:20:36",25,85
"Next Party Leaders - Next Conservative Leader","David Davis","07/01/2015 17:15:04",26,80
"Next Party Leaders - Next Conservative Leader","David Willetts","06/01/2015 17:16:49",4.1,NA
"Next Party Leaders - Next Conservative Leader","David Willetts","06/01/2015 17:20:36",4.1,NA
"Next Party Leaders - Next Conservative Leader","David Willetts","07/01/2015 17:15:04",4.1,NA
"Next Party Leaders - Next Conservative Leader","Dominic Grieve","06/01/2015 17:16:49",4,NA
"Next Party Leaders - Next Conservative Leader","Dominic Grieve","06/01/2015 17:20:36",4,NA
"Next Party Leaders - Next Conservative Leader","Dominic Grieve","07/01/2015 17:15:04",4,NA
"Next Party Leaders - Next Conservative Leader","Ed Vaizey","06/01/2015 17:16:49",3.65,1000
"Next Party Leaders - Next Conservative Leader","Ed Vaizey","06/01/2015 17:20:36",3.65,1000
"Next Party Leaders - Next Conservative Leader","Ed Vaizey","07/01/2015 17:15:04",3.65,1000
"Next Party Leaders - Next Conservative Leader","Eric Pickles","06/01/2015 17:16:49",60,1000
"Next Party Leaders - Next Conservative Leader","Eric Pickles","06/01/2015 17:20:36",60,1000
"Next Party Leaders - Next Conservative Leader","Eric Pickles","07/01/2015 17:15:04",60,1000
"Next Party Leaders - Next Conservative Leader","Francis Maude","06/01/2015 17:16:49",70,1000
"Next Party Leaders - Next Conservative Leader","Francis Maude","06/01/2015 17:20:36",70,1000
"Next Party Leaders - Next Conservative Leader","Francis Maude","07/01/2015 17:15:04",70,1000
"Next Party Leaders - Next Conservative Leader","George Osborne","06/01/2015 17:16:49",8.6,13
"Next Party Leaders - Next Conservative Leader","George Osborne","06/01/2015 17:20:36",8.6,13
"Next Party Leaders - Next Conservative Leader","George Osborne","07/01/2015 17:15:04",8.6,13
"Next Party Leaders - Next Conservative Leader","Grant Shapps","06/01/2015 17:16:49",12.5,60
"Next Party Leaders - Next Conservative Leader","Grant Shapps","06/01/2015 17:20:36",12.5,60
"Next Party Leaders - Next Conservative Leader","Grant Shapps","07/01/2015 17:15:04",12.5,60
"Next Party Leaders - Next Conservative Leader","Greg Clark","06/01/2015 17:16:49",65,NA
"Next Party Leaders - Next Conservative Leader","Greg Clark","06/01/2015 17:20:36",65,NA
"Next Party Leaders - Next Conservative Leader","Greg Clark","07/01/2015 17:15:04",65,NA
"Next Party Leaders - Next Conservative Leader","Iain Duncan Smith","06/01/2015 17:16:49",120,1000
"Next Party Leaders - Next Conservative Leader","Iain Duncan Smith","06/01/2015 17:20:36",120,1000
"Next Party Leaders - Next Conservative Leader","Iain Duncan Smith","07/01/2015 17:15:04",120,1000
"Next Party Leaders - Next Conservative Leader","Jacob Rees-Mogg","06/01/2015 17:16:49",3.65,500
"Next Party Leaders - Next Conservative Leader","Jacob Rees-Mogg","06/01/2015 17:20:36",3.65,500
"Next Party Leaders - Next Conservative Leader","Jacob Rees-Mogg","07/01/2015 17:15:04",3.65,500
"Next Party Leaders - Next Conservative Leader","Jeremy Hunt","06/01/2015 17:16:49",20,32
"Next Party Leaders - Next Conservative Leader","Jeremy Hunt","06/01/2015 17:20:36",20,32
"Next Party Leaders - Next Conservative Leader","Jeremy Hunt","07/01/2015 17:15:04",20,32
"Next Party Leaders - Next Conservative Leader","Jesse Norman","06/01/2015 17:16:49",32,1000
"Next Party Leaders - Next Conservative Leader","Jesse Norman","06/01/2015 17:20:36",32,1000
"Next Party Leaders - Next Conservative Leader","Jesse Norman","07/01/2015 17:15:04",32,1000
"Next Party Leaders - Next Conservative Leader","John Bercow","06/01/2015 17:16:49",100,NA
"Next Party Leaders - Next Conservative Leader","John Bercow","06/01/2015 17:20:36",100,NA
"Next Party Leaders - Next Conservative Leader","John Bercow","07/01/2015 17:15:04",100,NA
"Next Party Leaders - Next Conservative Leader","John Redwood","06/01/2015 17:16:49",100,1000
"Next Party Leaders - Next Conservative Leader","John Redwood","06/01/2015 17:20:36",100,1000
"Next Party Leaders - Next Conservative Leader","John Redwood","07/01/2015 17:15:04",100,1000
"Next Party Leaders - Next Conservative Leader","Justine Greening","06/01/2015 17:16:49",14.5,1000
"Next Party Leaders - Next Conservative Leader","Justine Greening","06/01/2015 17:20:36",14.5,1000
"Next Party Leaders - Next Conservative Leader","Justine Greening","07/01/2015 17:15:04",14.5,1000
"Next Party Leaders - Next Conservative Leader","Kenneth Clarke","06/01/2015 17:16:49",100,1000
"Next Party Leaders - Next Conservative Leader","Kenneth Clarke","06/01/2015 17:20:36",100,1000
"Next Party Leaders - Next Conservative Leader","Kenneth Clarke","07/01/2015 17:15:04",100,1000
"Next Party Leaders - Next Conservative Leader","Kwasi Kwarteng","06/01/2015 17:16:49",65,1000
"Next Party Leaders - Next Conservative Leader","Kwasi Kwarteng","06/01/2015 17:20:36",65,1000
"Next Party Leaders - Next Conservative Leader","Kwasi Kwarteng","07/01/2015 17:15:04",65,1000
"Next Party Leaders - Next Conservative Leader","Liam Fox","06/01/2015 17:16:49",42,1000
"Next Party Leaders - Next Conservative Leader","Liam Fox","06/01/2015 17:20:36",42,1000
"Next Party Leaders - Next Conservative Leader","Liam Fox","07/01/2015 17:15:04",42,1000
"Next Party Leaders - Next Conservative Leader","Louise Bagshawe","06/01/2015 17:16:49",36,450
"Next Party Leaders - Next Conservative Leader","Louise Bagshawe","06/01/2015 17:20:36",36,450
"Next Party Leaders - Next Conservative Leader","Louise Bagshawe","07/01/2015 17:15:04",36,450
"Next Party Leaders - Next Conservative Leader","Malcolm Rifkind","06/01/2015 17:16:49",60,NA
"Next Party Leaders - Next Conservative Leader","Malcolm Rifkind","06/01/2015 17:20:36",60,NA
"Next Party Leaders - Next Conservative Leader","Malcolm Rifkind","07/01/2015 17:15:04",60,NA
"Next Party Leaders - Next Conservative Leader","Maria Miller","06/01/2015 17:16:49",50,NA
"Next Party Leaders - Next Conservative Leader","Maria Miller","06/01/2015 17:20:36",50,NA
"Next Party Leaders - Next Conservative Leader","Maria Miller","07/01/2015 17:15:04",50,NA
"Next Party Leaders - Next Conservative Leader","Mark Harper","06/01/2015 17:16:49",70,1000
"Next Party Leaders - Next Conservative Leader","Mark Harper","06/01/2015 17:20:36",70,1000
"Next Party Leaders - Next Conservative Leader","Mark Harper","07/01/2015 17:15:04",70,1000
"Next Party Leaders - Next Conservative Leader","Michael Gove","06/01/2015 17:16:49",13,16
"Next Party Leaders - Next Conservative Leader","Michael Gove","06/01/2015 17:20:36",13,16
"Next Party Leaders - Next Conservative Leader","Michael Gove","07/01/2015 17:15:04",13,16
"Next Party Leaders - Next Conservative Leader","Michael Portillo","06/01/2015 17:16:49",80,NA
"Next Party Leaders - Next Conservative Leader","Michael Portillo","06/01/2015 17:20:36",80,NA
"Next Party Leaders - Next Conservative Leader","Michael Portillo","07/01/2015 17:15:04",80,NA
"Next Party Leaders - Next Conservative Leader","Nadine Dorries","06/01/2015 17:16:49",1.01,NA
"Next Party Leaders - Next Conservative Leader","Nadine Dorries","06/01/2015 17:20:36",1.01,NA
"Next Party Leaders - Next Conservative Leader","Nadine Dorries","07/01/2015 17:15:04",1.01,NA
"Next Party Leaders - Next Conservative Leader","Nick Herbert","06/01/2015 17:16:49",42,1000
"Next Party Leaders - Next Conservative Leader","Nick Herbert","06/01/2015 17:20:36",42,1000
"Next Party Leaders - Next Conservative Leader","Nick Herbert","07/01/2015 17:15:04",42,1000
"Next Party Leaders - Next Conservative Leader","Oliver Letwin","06/01/2015 17:16:49",4.2,1000
"Next Party Leaders - Next Conservative Leader","Oliver Letwin","06/01/2015 17:20:36",4.2,1000
"Next Party Leaders - Next Conservative Leader","Oliver Letwin","07/01/2015 17:15:04",4.2,1000
"Next Party Leaders - Next Conservative Leader","Owen Paterson","06/01/2015 17:16:49",21,NA
"Next Party Leaders - Next Conservative Leader","Owen Paterson","06/01/2015 17:20:36",21,NA
"Next Party Leaders - Next Conservative Leader","Owen Paterson","07/01/2015 17:15:04",25,100
"Next Party Leaders - Next Conservative Leader","Peter Ainsworth","06/01/2015 17:16:49",4.1,NA
"Next Party Leaders - Next Conservative Leader","Peter Ainsworth","06/01/2015 17:20:36",4.1,NA
"Next Party Leaders - Next Conservative Leader","Peter Ainsworth","07/01/2015 17:15:04",4.1,NA
"Next Party Leaders - Next Conservative Leader","Phillip Hammond","06/01/2015 17:16:49",10.5,14.5
"Next Party Leaders - Next Conservative Leader","Phillip Hammond","06/01/2015 17:20:36",10.5,14.5
"Next Party Leaders - Next Conservative Leader","Phillip Hammond","07/01/2015 17:15:04",7.2,14.5
"Next Party Leaders - Next Conservative Leader","Priti Patel","06/01/2015 17:16:49",13,1000
"Next Party Leaders - Next Conservative Leader","Priti Patel","06/01/2015 17:20:36",13,1000
"Next Party Leaders - Next Conservative Leader","Priti Patel","07/01/2015 17:15:04",13,1000
"Next Party Leaders - Next Conservative Leader","Rory Stewart","06/01/2015 17:16:49",60,500
"Next Party Leaders - Next Conservative Leader","Rory Stewart","06/01/2015 17:20:36",60,500
"Next Party Leaders - Next Conservative Leader","Rory Stewart","07/01/2015 17:15:04",60,500
"Next Party Leaders - Next Conservative Leader","Sajid Javid","06/01/2015 17:16:49",11.5,20
"Next Party Leaders - Next Conservative Leader","Sajid Javid","06/01/2015 17:20:36",11.5,20
"Next Party Leaders - Next Conservative Leader","Sajid Javid","07/01/2015 17:15:04",11.5,20
"Next Party Leaders - Next Conservative Leader","Shaun Bailey","06/01/2015 17:16:49",25,1000
"Next Party Leaders - Next Conservative Leader","Shaun Bailey","06/01/2015 17:20:36",25,1000
"Next Party Leaders - Next Conservative Leader","Shaun Bailey","07/01/2015 17:15:04",25,1000
"Next Party Leaders - Next Conservative Leader","Sir George Young","06/01/2015 17:16:49",26,NA
"Next Party Leaders - Next Conservative Leader","Sir George Young","06/01/2015 17:20:36",26,NA
"Next Party Leaders - Next Conservative Leader","Sir George Young","07/01/2015 17:15:04",26,NA
"Next Party Leaders - Next Conservative Leader","Theresa May","06/01/2015 17:16:49",5.1,5.5
"Next Party Leaders - Next Conservative Leader","Theresa May","06/01/2015 17:20:36",5.1,5.5
"Next Party Leaders - Next Conservative Leader","Theresa May","07/01/2015 17:15:04",5.1,5.5
"Next Party Leaders - Next Conservative Leader","Theresa Villiers","06/01/2015 17:16:49",70,1000
"Next Party Leaders - Next Conservative Leader","Theresa Villiers","06/01/2015 17:20:36",70,1000
"Next Party Leaders - Next Conservative Leader","Theresa Villiers","07/01/2015 17:15:04",70,1000
"Next Party Leaders - Next Conservative Leader","William Hague","06/01/2015 17:16:49",70,1000
"Next Party Leaders - Next Conservative Leader","William Hague","06/01/2015 17:20:36",70,1000
"Next Party Leaders - Next Conservative Leader","William Hague","07/01/2015 17:15:04",70,1000
"Next Party Leaders - Next Conservative Leader","Zac Goldsmith","06/01/2015 17:16:49",23,1000
"Next Party Leaders - Next Conservative Leader","Zac Goldsmith","06/01/2015 17:20:36",23,1000
"Next Party Leaders - Next Conservative Leader","Zac Goldsmith","07/01/2015 17:15:04",23,1000
"Next Party Leaders - Next Labour Leader","Alan Johnson","06/01/2015 17:16:49",14.5,1000
"Next Party Leaders - Next Labour Leader","Alan Johnson","06/01/2015 17:20:37",14.5,1000
"Next Party Leaders - Next Labour Leader","Alan Johnson","07/01/2015 17:15:04",14,1000
"Next Party Leaders - Next Labour Leader","Alistair Darling","06/01/2015 17:16:49",130,1000
"Next Party Leaders - Next Labour Leader","Alistair Darling","06/01/2015 17:20:37",130,1000
"Next Party Leaders - Next Labour Leader","Alistair Darling","07/01/2015 17:15:04",130,1000
"Next Party Leaders - Next Labour Leader","Andy Burnham","06/01/2015 17:16:49",4,4.6
"Next Party Leaders - Next Labour Leader","Andy Burnham","06/01/2015 17:20:37",4,4.6
"Next Party Leaders - Next Labour Leader","Andy Burnham","07/01/2015 17:15:04",4,4.5
"Next Party Leaders - Next Labour Leader","Chuka Umunna","06/01/2015 17:16:49",6.2,8.2
"Next Party Leaders - Next Labour Leader","Chuka Umunna","06/01/2015 17:20:37",6.2,8.2
"Next Party Leaders - Next Labour Leader","Chuka Umunna","07/01/2015 17:15:04",6.2,8.2
"Next Party Leaders - Next Labour Leader","David Milliband","06/01/2015 17:16:49",5,80
"Next Party Leaders - Next Labour Leader","David Milliband","06/01/2015 17:20:37",5,80
"Next Party Leaders - Next Labour Leader","David Milliband","07/01/2015 17:15:04",5.5,25
"Next Party Leaders - Next Labour Leader","Douglas Alexander","06/01/2015 17:16:49",3.5,1000
"Next Party Leaders - Next Labour Leader","Douglas Alexander","06/01/2015 17:20:37",3.5,1000
"Next Party Leaders - Next Labour Leader","Douglas Alexander","07/01/2015 17:15:04",3.5,1000
"Next Party Leaders - Next Labour Leader","Ed Balls","06/01/2015 17:16:49",17,1000
"Next Party Leaders - Next Labour Leader","Ed Balls","06/01/2015 17:20:37",17,1000
"Next Party Leaders - Next Labour Leader","Ed Balls","07/01/2015 17:15:04",17,1000
"Next Party Leaders - Next Labour Leader","Harriet Harman","06/01/2015 17:16:49",3.55,1000
"Next Party Leaders - Next Labour Leader","Harriet Harman","06/01/2015 17:20:37",3.55,1000
"Next Party Leaders - Next Labour Leader","Harriet Harman","07/01/2015 17:15:04",3.55,1000
"Next Party Leaders - Next Labour Leader","Hilary Benn","06/01/2015 17:16:49",19,1000
"Next Party Leaders - Next Labour Leader","Hilary Benn","06/01/2015 17:20:37",19,1000
"Next Party Leaders - Next Labour Leader","Hilary Benn","07/01/2015 17:15:04",19,1000
"Next Party Leaders - Next Labour Leader","James Purnell","06/01/2015 17:16:49",3.55,NA
"Next Party Leaders - Next Labour Leader","James Purnell","06/01/2015 17:20:37",3.55,NA
"Next Party Leaders - Next Labour Leader","James Purnell","07/01/2015 17:15:04",3.55,NA
"Next Party Leaders - Next Labour Leader","Jim Murphy","06/01/2015 17:16:49",22,1000
"Next Party Leaders - Next Labour Leader","Jim Murphy","06/01/2015 17:20:37",22,1000
"Next Party Leaders - Next Labour Leader","Jim Murphy","07/01/2015 17:15:04",22,1000
"Next Party Leaders - Next Labour Leader","Jon Cruddas","06/01/2015 17:16:49",60,1000
"Next Party Leaders - Next Labour Leader","Jon Cruddas","06/01/2015 17:20:37",60,1000
"Next Party Leaders - Next Labour Leader","Jon Cruddas","07/01/2015 17:15:04",3.65,1000
"Next Party Leaders - Next Labour Leader","Liam Byrne","06/01/2015 17:16:49",3.5,1000
"Next Party Leaders - Next Labour Leader","Liam Byrne","06/01/2015 17:20:37",3.5,1000
"Next Party Leaders - Next Labour Leader","Liam Byrne","07/01/2015 17:15:04",3.5,1000
"Next Party Leaders - Next Labour Leader","Lisa Nandy","06/01/2015 17:16:49",3.5,1000
"Next Party Leaders - Next Labour Leader","Lisa Nandy","06/01/2015 17:20:37",3.5,1000
"Next Party Leaders - Next Labour Leader","Lisa Nandy","07/01/2015 17:15:04",3.5,1000
"Next Party Leaders - Next Labour Leader","Michael Dugher","06/01/2015 17:16:49",25,1000
"Next Party Leaders - Next Labour Leader","Michael Dugher","06/01/2015 17:20:37",25,1000
"Next Party Leaders - Next Labour Leader","Michael Dugher","07/01/2015 17:15:04",25,1000
"Next Party Leaders - Next Labour Leader","Rachel Reeves","06/01/2015 17:16:49",26,42
"Next Party Leaders - Next Labour Leader","Rachel Reeves","06/01/2015 17:20:37",26,42
"Next Party Leaders - Next Labour Leader","Rachel Reeves","07/01/2015 17:15:04",26,42
"Next Party Leaders - Next Labour Leader","Sadiq Khan","06/01/2015 17:16:49",3.65,1000
"Next Party Leaders - Next Labour Leader","Sadiq Khan","06/01/2015 17:20:37",3.65,1000
"Next Party Leaders - Next Labour Leader","Sadiq Khan","07/01/2015 17:15:04",3.65,1000
"Next Party Leaders - Next Labour Leader","Sir Keir Starmer","06/01/2015 17:16:49",110,1000
"Next Party Leaders - Next Labour Leader","Sir Keir Starmer","06/01/2015 17:20:37",110,1000
"Next Party Leaders - Next Labour Leader","Sir Keir Starmer","07/01/2015 17:15:04",110,1000
"Next Party Leaders - Next Labour Leader","Steve Reed","06/01/2015 17:16:49",4,1000
"Next Party Leaders - Next Labour Leader","Steve Reed","06/01/2015 17:20:37",4,1000
"Next Party Leaders - Next Labour Leader","Steve Reed","07/01/2015 17:15:04",4,1000
"Next Party Leaders - Next Labour Leader","Tristram Hunt","06/01/2015 17:16:49",13.5,1000
"Next Party Leaders - Next Labour Leader","Tristram Hunt","06/01/2015 17:20:37",13.5,1000
"Next Party Leaders - Next Labour Leader","Tristram Hunt","07/01/2015 17:15:04",13,1000
"Next Party Leaders - Next Labour Leader","Will Straw","06/01/2015 17:16:49",34,1000
"Next Party Leaders - Next Labour Leader","Will Straw","06/01/2015 17:20:37",34,1000
"Next Party Leaders - Next Labour Leader","Will Straw","07/01/2015 17:15:04",34,1000
"Next Party Leaders - Next Labour Leader","Yvette Cooper","06/01/2015 17:16:49",4,1000
"Next Party Leaders - Next Labour Leader","Yvette Cooper","06/01/2015 17:20:37",4,1000
"Next Party Leaders - Next Labour Leader","Yvette Cooper","07/01/2015 17:15:04",4,1000
"Next Party Leaders - Next Liberal Democrat Leader","Alistair Carmichael","06/01/2015 17:16:50",4,19
"Next Party Leaders - Next Liberal Democrat Leader","Alistair Carmichael","06/01/2015 17:20:37",4,19
"Next Party Leaders - Next Liberal Democrat Leader","Alistair Carmichael","07/01/2015 17:15:05",14,19
"Next Party Leaders - Next Liberal Democrat Leader","Charles Kennedy","06/01/2015 17:16:50",24,90
"Next Party Leaders - Next Liberal Democrat Leader","Charles Kennedy","06/01/2015 17:20:37",24,90
"Next Party Leaders - Next Liberal Democrat Leader","Charles Kennedy","07/01/2015 17:15:05",25,90
"Next Party Leaders - Next Liberal Democrat Leader","Chris Huhne","06/01/2015 17:16:50",20,1000
"Next Party Leaders - Next Liberal Democrat Leader","Chris Huhne","06/01/2015 17:20:37",20,1000
"Next Party Leaders - Next Liberal Democrat Leader","Chris Huhne","07/01/2015 17:15:05",20,1000
"Next Party Leaders - Next Liberal Democrat Leader","Danny Alexander","06/01/2015 17:16:50",8.4,18
"Next Party Leaders - Next Liberal Democrat Leader","Danny Alexander","06/01/2015 17:20:37",8.4,18
"Next Party Leaders - Next Liberal Democrat Leader","Danny Alexander","07/01/2015 17:15:05",13.5,18
"Next Party Leaders - Next Liberal Democrat Leader","David Heath","06/01/2015 17:16:50",1.01,NA
"Next Party Leaders - Next Liberal Democrat Leader","David Heath","06/01/2015 17:20:37",1.01,NA
"Next Party Leaders - Next Liberal Democrat Leader","David Heath","07/01/2015 17:15:05",1.01,NA
"Next Party Leaders - Next Liberal Democrat Leader","David Howarth","06/01/2015 17:16:50",3.9,NA
"Next Party Leaders - Next Liberal Democrat Leader","David Howarth","06/01/2015 17:20:37",3.9,NA
"Next Party Leaders - Next Liberal Democrat Leader","David Howarth","07/01/2015 17:15:05",3.9,NA
"Next Party Leaders - Next Liberal Democrat Leader","David Laws","06/01/2015 17:16:50",27,100
"Next Party Leaders - Next Liberal Democrat Leader","David Laws","06/01/2015 17:20:37",27,100
"Next Party Leaders - Next Liberal Democrat Leader","David Laws","07/01/2015 17:15:05",30,100
"Next Party Leaders - Next Liberal Democrat Leader","Don Foster","06/01/2015 17:16:50",4.1,NA
"Next Party Leaders - Next Liberal Democrat Leader","Don Foster","06/01/2015 17:20:37",4.1,NA
"Next Party Leaders - Next Liberal Democrat Leader","Don Foster","07/01/2015 17:15:05",4.1,NA
"Next Party Leaders - Next Liberal Democrat Leader","Dorothy Thornhill","06/01/2015 17:16:50",20,NA
"Next Party Leaders - Next Liberal Democrat Leader","Dorothy Thornhill","06/01/2015 17:20:37",20,NA
"Next Party Leaders - Next Liberal Democrat Leader","Dorothy Thornhill","07/01/2015 17:15:05",21,NA
"Next Party Leaders - Next Liberal Democrat Leader","Duncan Hames","06/01/2015 17:16:50",130,NA
"Next Party Leaders - Next Liberal Democrat Leader","Duncan Hames","06/01/2015 17:20:37",130,NA
"Next Party Leaders - Next Liberal Democrat Leader","Duncan Hames","07/01/2015 17:15:05",130,NA
"Next Party Leaders - Next Liberal Democrat Leader","Edward Davey","06/01/2015 17:16:50",12,40
"Next Party Leaders - Next Liberal Democrat Leader","Edward Davey","06/01/2015 17:20:37",12,40
"Next Party Leaders - Next Liberal Democrat Leader","Edward Davey","07/01/2015 17:15:05",10.5,40
"Next Party Leaders - Next Liberal Democrat Leader","Gordon Birtwistle","06/01/2015 17:16:50",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Gordon Birtwistle","06/01/2015 17:20:37",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Gordon Birtwistle","07/01/2015 17:15:05",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Ian Swales","06/01/2015 17:16:50",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Ian Swales","06/01/2015 17:20:37",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Ian Swales","07/01/2015 17:15:05",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Jenny Willott","06/01/2015 17:16:50",3.65,700
"Next Party Leaders - Next Liberal Democrat Leader","Jenny Willott","06/01/2015 17:20:37",3.65,700
"Next Party Leaders - Next Liberal Democrat Leader","Jenny Willott","07/01/2015 17:15:05",3.65,700
"Next Party Leaders - Next Liberal Democrat Leader","Jeremy Browne","06/01/2015 17:16:50",20,NA
"Next Party Leaders - Next Liberal Democrat Leader","Jeremy Browne","06/01/2015 17:20:37",20,NA
"Next Party Leaders - Next Liberal Democrat Leader","Jeremy Browne","07/01/2015 17:15:05",20,NA
"Next Party Leaders - Next Liberal Democrat Leader","Jo Swinson","06/01/2015 17:16:50",9.2,70
"Next Party Leaders - Next Liberal Democrat Leader","Jo Swinson","06/01/2015 17:20:37",9.2,70
"Next Party Leaders - Next Liberal Democrat Leader","Jo Swinson","07/01/2015 17:15:05",20,70
"Next Party Leaders - Next Liberal Democrat Leader","John Thurso","06/01/2015 17:16:50",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","John Thurso","06/01/2015 17:20:37",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","John Thurso","07/01/2015 17:15:05",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Julia Goldsworthy","06/01/2015 17:16:50",4.1,NA
"Next Party Leaders - Next Liberal Democrat Leader","Julia Goldsworthy","06/01/2015 17:20:37",4.1,NA
"Next Party Leaders - Next Liberal Democrat Leader","Julia Goldsworthy","07/01/2015 17:15:05",4.1,NA
"Next Party Leaders - Next Liberal Democrat Leader","Lorely Burt","06/01/2015 17:16:50",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Lorely Burt","06/01/2015 17:20:37",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Lorely Burt","07/01/2015 17:15:05",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Lynne Featherstone","06/01/2015 17:16:50",1.01,95
"Next Party Leaders - Next Liberal Democrat Leader","Lynne Featherstone","06/01/2015 17:20:37",1.01,95
"Next Party Leaders - Next Liberal Democrat Leader","Lynne Featherstone","07/01/2015 17:15:05",1.01,95
"Next Party Leaders - Next Liberal Democrat Leader","Mark Hunter","06/01/2015 17:16:50",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Mark Hunter","06/01/2015 17:20:37",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Mark Hunter","07/01/2015 17:15:05",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Michael Moore","06/01/2015 17:16:50",17.5,NA
"Next Party Leaders - Next Liberal Democrat Leader","Michael Moore","06/01/2015 17:20:37",17.5,NA
"Next Party Leaders - Next Liberal Democrat Leader","Michael Moore","07/01/2015 17:15:05",17.5,NA
"Next Party Leaders - Next Liberal Democrat Leader","Nick Harvey","06/01/2015 17:16:50",3.95,NA
"Next Party Leaders - Next Liberal Democrat Leader","Nick Harvey","06/01/2015 17:20:37",3.95,NA
"Next Party Leaders - Next Liberal Democrat Leader","Nick Harvey","07/01/2015 17:15:05",3.95,NA
"Next Party Leaders - Next Liberal Democrat Leader","Norman Baker","06/01/2015 17:16:50",1.01,1000
"Next Party Leaders - Next Liberal Democrat Leader","Norman Baker","06/01/2015 17:20:37",1.01,1000
"Next Party Leaders - Next Liberal Democrat Leader","Norman Baker","07/01/2015 17:15:05",1.01,1000
"Next Party Leaders - Next Liberal Democrat Leader","Norman Lamb","06/01/2015 17:16:50",1.01,7.4
"Next Party Leaders - Next Liberal Democrat Leader","Norman Lamb","06/01/2015 17:20:37",1.01,7.4
"Next Party Leaders - Next Liberal Democrat Leader","Norman Lamb","07/01/2015 17:15:05",4.4,7.4
"Next Party Leaders - Next Liberal Democrat Leader","Paul Burstow","06/01/2015 17:16:50",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Paul Burstow","06/01/2015 17:20:37",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Paul Burstow","07/01/2015 17:15:05",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Roger Williams","06/01/2015 17:16:50",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Roger Williams","06/01/2015 17:20:37",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Roger Williams","07/01/2015 17:15:05",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Sarah Teather","06/01/2015 17:16:50",1.01,NA
